participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
301,,0,76,43,7,0,-1,1,1,1,1,0,0,1,1,1,-1,0,1,1,1,0,1,0,1,0,1,1,0,1,-1,0,1,1,1,0,-1,0,1,1,0,1,1,1,1,1,1,,1,1,1,-1,0,1,1,0,1,0,1,1,-1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,0,50,39,10,1,-1,,,-1,1,-1,,1,1,,,1,1,1,1,,,1,1,,,1,,,-1,,1,,1,1,1,,-1,1,1,1,1,1,1,1,,,,1,1,1,,1,1,,1,-1,1,1,-1,1,1,1,,,,-1,0,1,,,,1,1,1,1,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,0,93,39,13,1,1,1,1,1,1,0,-1,1,-1,0,0,0,0,1,1,0,1,0,-1,0,-1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,,-1,1,1,0,0,1,1,0,1,0,-1,1,0,1,1,0,-1,-1,0,-1,0,-1,1,0,1,0,1,0,1,0,-1,-1,-1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,0,35,0,0,0,0,,,,,,0,0,,,0,0,,,,,,,,0,0,0,,0,0,0,,0,0,0,0,,,,0,0,0,,,0,,,,0,,0,,,0,0,0,0,,,,,,,,0,0,,0,,,0,0,,,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,1,77,41,15,1,0,0,,-1,0,,1,0,-1,1,0,1,1,1,1,-1,1,1,-1,0,1,1,0,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,,-1,1,,1,,-1,1,1,1,0,1,,-1,1,0,,1,0,1,1,0,,-1,0,0,0,1,1,-1,0,0,-1,1,1,0,1,-1,0,1,1,1,1,0,1,-1,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,0,18,16,2,1,1,1,,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,,1,1,,,-1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
319,,1,116,28,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,0,0,1,0,1,-1,1,0,0,0,1,1,-1,0,0,1,0,0,,-1,1,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,1,1,0,1,1,0,1,-1,-1,0,0,1,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
324,,0,71,49,9,0,1,1,-1,,1,,,1,-1,1,0,1,-1,1,1,1,1,,1,0,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,,1,1,1,-1,1,1,,,1,1,0,,1,-1,1,1,1,1,1,0,,1,0,-1,0,0,0,1,0,1,-1,,1,1,1,1,1,1,0,0,,1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,0,84,34,17,-1,0,1,1,-1,1,0,-1,1,0,1,0,-1,-1,1,1,1,1,1,1,0,1,-1,1,-1,0,-1,1,1,1,-1,-1,1,1,1,0,1,1,0,0,1,0,,1,1,1,0,0,-1,0,0,1,1,0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,-1,1,0,0,1,1,0,-1,0,0,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,1,84,57,20,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1,0,0,0,-1,-1,1,0,-1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,2,79,57,11,1,1,1,0,0,1,-1,-1,1,1,,-1,-1,1,1,1,1,,1,1,1,,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,-1,1,1,,,1,1,-1,1,1,0,1,,1,0,1,1,1,-1,1,-1,1,1,1,1,1,-1,0,1,1,,1,0,1,-1,,1,-1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,0,21,12,4,1,,,-1,,,-1,,,,,,,,,,1,1,,,,,,,1,,0,,1,,,0,-1,,1,,,,,,1,1,,,,,1,,,1,0,,,,,,,,,,,,,,0,,,1,,,1,,,,,,,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,2,91,37,6,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,,1,1,1,0,0,0,1,0,1,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-1,0,0,0,-1,-1,1,1,0,0,0,1,0,0,-1,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,0,10,3,4,1,,,,,,,,,,-1,,,,,,,,,-1,,,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,-1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,1,93,53,12,-1,-1,1,1,-1,1,-1,0,0,1,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,,0,1,-1,-1,0,1,-1,1,1,1,1,1,0,1,0,1,0,-1,-1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,-1,0,0,1,-1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,2,129,72,49,1,1,1,1,0,1,-1,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,0,-1,-1,1,1,-1,1,-1,1,-1,0,-1,0,1,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,0,-1,,,,,,,,
341,,0,67,42,9,1,0,1,0,0,,-1,,,1,1,,1,-1,-1,,1,1,1,1,,-1,1,,,,0,,1,,,,1,-1,1,0,1,1,,1,1,1,,1,,,0,,1,1,-1,1,1,1,1,0,1,,1,0,0,,0,0,0,1,-1,1,1,0,,1,0,,,1,1,1,0,1,,,-1,,1,-1,0,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,0,17,11,4,-1,,1,,,,,,,,1,,,,,,,,,,,,,,,-1,,,1,,,,,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,1,1,,,1,,,1,,,,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,0,31,22,5,-1,1,1,1,1,,,,1,,0,,,0,,1,1,1,,1,,0,,,,,1,,,,,,,,-1,,,,,1,1,,,,,1,1,,,,,,,1,1,,,1,,-1,,,,1,,,1,-1,,,,1,,,,1,,1,,,,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,0,35,20,2,0,,0,,,0,,-1,,1,,0,,1,1,1,1,1,0,,,,,1,,,0,0,,0,,1,,0,1,,,1,,,1,,,-1,1,,,,1,,,,,,,,,,,,,,0,,,,1,,,,,,,0,0,,1,,,,1,1,,,,,1,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,0,93,53,27,0,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,-1,0,1,1,1,-1,-1,1,1,1,0,1,1,0,-1,1,1,,1,1,1,1,-1,1,-1,1,1,-1,1,1,0,1,1,0,-1,-1,0,0,0,1,1,-1,1,-1,1,1,0,-1,1,-1,-1,1,1,1,-1,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,0,41,24,5,1,1,,,,,-1,1,1,1,1,0,,1,,,,,1,,,0,1,1,,,,,1,1,1,,,1,,,1,1,0,0,,,,1,1,,,-1,-1,,,,,,,,1,1,0,,,0,,,0,0,-1,,,1,1,,,,,,,,,,0,0,0,,,-1,,1,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,1,94,55,4,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,-1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,-1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,-1,1,0,1,1,0,0,1,-1,0,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,0,63,35,17,1,1,,1,,1,-1,-1,,1,,0,,1,1,1,0,1,1,,,1,0,1,0,,0,,,-1,,1,1,0,,1,,1,1,,-1,-1,,,1,,,1,1,,1,0,-1,,1,-1,1,1,0,1,-1,,1,,,,,1,1,,,,-1,-1,-1,1,,-1,,1,-1,1,-1,,1,0,-1,-1,1,0,1,1,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,0,107,22,7,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,1,0,-1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,-1,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,0,20,17,3,1,,,1,,1,-1,,1,,,,,1,1,1,,,,,1,1,,,,,-1,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,1,83,55,18,1,1,1,0,,1,,-1,1,-1,0,-1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,,1,1,1,1,-1,1,,1,1,1,1,,,1,,0,-1,1,1,1,1,0,0,1,-1,-1,1,-1,0,-1,,,,,1,1,0,,1,1,1,,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,0,1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,1,98,64,31,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,0,1,1,1,-1,-1,1,1,1,0,1,1,0,1,1,1,1,1,-1,-1,1,,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,2,69,24,2,-1,,0,0,0,,,0,1,,0,0,0,0,,0,,,1,,0,1,1,1,,0,0,0,1,1,0,0,0,0,,,1,,0,1,1,1,,1,1,1,1,0,,-1,1,,,,0,1,0,0,1,0,,,0,,1,1,,0,0,,,0,0,,0,,,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,1,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,0,91,77,9,1,1,-1,,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,,1,0,1,1,1,1,1,,1,1,1,1,-1,,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,,1,1,1,1,1,0,1,1,-1,,1,1,1,1,1,0,1,1,1,1,1,,1,,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,0,25,11,0,0,0,,,,,,0,,,1,,,,,,,,,,,,,,,,0,1,1,1,,,,0,0,,1,,,,,,,,,,1,0,1,0,,,,,1,,,,,,0,,,,0,,,1,,,1,,,,,,,,,,,,,,,0,0,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,1,13,9,3,1,0,,,1,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,1,,,,,,-1,,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,0,99,32,2,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,0,27,12,8,-1,0,1,,,1,1,,,,-1,-1,,1,,,,,-1,,,,,1,,,,,1,,-1,,,,,,,,,,,,,,,,,,-1,,,,0,,,,1,,1,0,,0,0,,1,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,0,44,25,10,1,1,0,-1,-1,,,1,,0,0,0,,,,,0,,,1,-1,,,,,,,1,,,1,,,,1,,,0,1,,0,,,1,1,1,1,-1,,,1,1,1,,1,,1,,-1,,-1,,,,,,,0,1,,1,1,,-1,-1,,1,,,1,,0,-1,,,1,1,,,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,0,20,8,0,0,,,,,,,,1,0,,0,,,,,,,,1,,,,,,0,,1,,,,,0,,1,,0,,,,,,,1,,,0,,1,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,1,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,0,101,23,13,1,1,1,0,0,1,-1,-1,1,1,0,0,-1,0,1,1,1,0,-1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,,1,1,0,0,0,0,0,1,1,0,0,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,0,39,18,2,1,0,1,,0,,,,,0,,0,0,,,1,0,,,0,,1,1,,1,,0,,,,0,,,,,1,1,,1,,,1,,,,,,0,,1,,,,,1,,,0,,,,,,,,1,-1,,,0,0,,0,,1,,,,1,,,,0,,1,,0,1,,,-1,,0,,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,0,101,84,16,1,1,1,1,0,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,0,101,78,14,1,1,1,1,1,1,-1,-1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,1,1,-1,0,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,-1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,-1,-1,0,-1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,1,135,68,21,0,0,1,1,1,0,0,-1,1,1,1,0,0,-1,1,0,0,1,0,1,1,1,1,1,1,-1,0,0,1,1,1,0,-1,1,1,0,1,1,1,0,1,1,,0,1,1,0,0,1,1,1,1,0,-1,1,-1,0,1,0,0,0,0,0,0,1,1,-1,-1,0,1,-1,0,0,0,1,1,1,1,1,1,0,1,-1,-1,0,-1,0,1,1,1,1,0,1,1,-1,0,0,0,-1,1,1,1,1,0,1,-1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,0,0,0,0,-1,-1,-1,1,0,-1,-1,,
389,,0,61,42,0,1,,1,0,1,,,,,1,0,0,,0,1,1,1,,0,0,1,1,1,1,1,,,1,1,1,0,1,,1,,1,,0,,,,,,,,,,0,,1,,1,1,,1,0,1,,,1,0,0,0,,1,1,0,,,1,1,1,,,1,0,1,1,,1,1,1,0,,,0,,,,1,1,1,,0,1,,,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,2,135,91,10,1,0,1,1,0,1,1,1,1,-1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,-1,1,,1,1,1,-1,1,1,1,1,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,-1,1,0,-1,1,1,0,0,0,1,1,1,0,1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,,
395,,0,97,67,8,1,1,1,1,0,1,0,-1,0,1,0,-1,-1,0,,1,1,1,1,1,1,1,1,1,,0,0,1,,0,1,0,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,0,1,,0,0,1,1,,-1,0,0,0,1,1,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,1,0,-1,,1,1,1,1,1,,-1,1,1,1,0,1,1,1,1,1,0,,0,-1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,1,128,91,28,0,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,1,-1,-1,0,-1,1,1,1,-1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,,,,,,,,,
400,,3,112,85,14,1,-1,1,1,0,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,-1,0,0,1,-1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,0,1,1,1,1,-1,0,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
402,,1,33,17,8,0,,,0,,,,,,1,0,,,0,,0,1,,,,,1,,,,,,,1,-1,,,,0,,,,-1,,1,,1,,-1,,,1,,,1,1,,,,,,,1,0,,1,,,,,,,1,,,,,,-1,,,,,1,-1,-1,,,-1,,,,,,,,1,,,,,,-1,,0,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
405,,0,22,14,0,1,,1,,0,,,,1,,,,,,,,,1,,,,,,,,,0,1,,,,,,,,0,,1,1,,,,,,,,,,,,0,,1,,1,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,0,,,,,,1,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,2,128,91,35,1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,0,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,,,,,,,,,
409,,0,3,1,2,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,0,62,39,7,1,1,1,,0,1,,,,,,0,,,,,,1,,-1,,1,,,0,1,1,,1,0,,0,0,0,1,0,1,1,,,,,,1,1,,,0,1,1,,,1,-1,1,,,1,1,-1,,,1,,,,1,,-1,1,0,,,-1,0,0,,-1,,1,,1,1,,,0,0,1,1,1,,,0,1,,0,1,,-1,,1,1,,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,1,118,46,17,1,1,1,0,0,1,0,1,1,0,0,-1,0,0,1,1,-1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,-1,1,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,-1,1,-1,1,1,0,0,0,0,0,-1,-1,1,-1,0,1,-1,0,1,-1,0,-1,-1,0,0,0,1,1,1,0,-1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,-1,1,0,0,1,-1,1,-1,-1,0,1,1,1,1,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
420,,0,34,17,6,1,,1,,0,1,-1,,,,0,,0,,,,,,,-1,,,1,,,,0,,,,,,-1,,1,,,,1,0,,,,,,1,,,1,,-1,,,,,,,,,-1,,0,,,,,,,,1,1,,,0,,,,,,,,,,,1,,,-1,,1,1,,,,,,,,,,0,,,,,,0,,1,,1,,,0,1,,,,,1,0,,,,,,,,,,,,,,,,,
426,,0,27,9,7,0,,,1,1,,,,,,0,-1,,,1,,,,,,,,,,,0,-1,,,,,,,,,,,,,,,1,,,,-1,,0,,,1,,,,0,,,,,,,,,,0,0,,0,,,,,,,,0,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,-1,1,,,,,,,,-1,-1,,,1,,-1,,1,,,,,,,,,,,,,,,,,,
436,,0,15,9,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,-1,,0,,,,,,0,,,,,,,,,,,,,0,,1,1,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,
437,,0,45,26,12,1,1,,,,1,0,-1,1,1,,-1,,-1,1,1,,,1,,,,1,,,,,,,1,,0,1,,1,,1,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,-1,-1,1,,,,-1,,,-1,1,,,,,,0,,,,1,-1,-1,1,,1,,0,,,,,0,,,,,,1,0,,,-1,,-1,1,,1,,-1,,,1,,,,,0,,,,,,,,,,,,,,,,,
439,,4,129,62,33,-1,1,1,0,-1,1,0,0,0,-1,0,-1,-1,0,1,1,-1,0,1,1,0,1,1,1,-1,0,0,1,1,0,1,-1,0,1,1,0,1,0,1,-1,1,1,,-1,1,1,-1,-1,1,-1,0,1,0,-1,1,1,1,-1,-1,0,-1,1,0,0,1,0,1,1,-1,1,1,1,0,-1,-1,0,1,1,0,1,1,0,-1,-1,0,-1,0,1,1,0,1,1,1,1,-1,-1,0,1,0,0,1,-1,1,-1,1,-1,1,-1,1,0,0,1,0,-1,1,1,1,-1,-1,1,1,0,1,-1,1,1,1,1,1,1,,,,,,,,
441,,0,89,59,29,-1,-1,,-1,-1,,-1,-1,1,,-1,-1,-1,-1,,1,-1,,1,,1,,1,-1,1,,1,1,1,1,1,-1,1,-1,,1,,,,1,1,1,,1,1,1,,,,1,-1,1,1,,1,-1,1,,,1,,1,1,1,1,1,1,1,1,1,-1,1,1,1,,,,-1,,1,1,,-1,-1,1,1,,,1,-1,-1,,1,1,-1,,,1,-1,-1,,,1,-1,,1,1,1,,-1,,1,1,-1,1,1,1,1,,1,,1,-1,1,1,0,,,,,,,,,,,,
442,,0,20,13,4,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,,0,,,,,,,,,,-1,,0,,,,,,,,,,-1,,,,1,,,,,,,-1,,,1,,,,,,,-1,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
